SECURITY_ID,SYMBOL
532215,BSE:AXISBANK-A
532216,BSE:HBSL-B
532218,BSE:SOUTHBANK-A
532219,BSE:ENERGYDEV-B
532221,BSE:SONATSOFTW-A
532234,BSE:NATIONALUM-A
532240,BSE:INDNIPPON-B
532254,POLARIS     
532256,BSE:NSIL-B
532259,BSE:APARINDS-A
532268,BSE:ACCELYA-B
532276,SYNDICATE BN
532281,BSE:HCLTECH-A
532282,CASTEXTECH  
532285,BSE:GEOJITFSL-B
532286,BSE:JINDALSTEL-A
532296,BSE:GLENMARK-A
532300,BSE:WOCKPHARMA-A
532301,TATA COFFEE 
532305,BSE:INDSWFTLAB-B
532309,BSE:GVPIL-T
532310,BSE:SHREERAMA-B
532313,BSE:MAHLIFE-A
532321,BSE:ZYDUSLIFE-A
532326,BSE:INTENTECH-B
532331,BSE:AJANTPHARM-A
532339,BSE:COMPUSOFT-B
532341,BSE:IZMO-T
532343,BSE:TVSMOTOR-A
532345,GATI LTD.   
532348,BSE:SUBEXLTD-B
532349,BSE:TCI-B
532351,BSE:AKSHOPTFBR-B
532356,BSE:TRIVENI-A
532357,BSE:MUKTAARTS-B
532365,BSE:DSSL-B
532366,BSE:PNBGILTS-B
532369,BSE:RAMCOIND-B
532370,BSE:RAMCOSYS-B
532371,BSE:TTML-A
532374,BSE:STLTECH-A
532375,BSE:TIPSMUSIC-A
532376,BSE:UMIYA-MRO-B
532382,BSE:BALAJITELE-B
532386,BSE:CALSOFT-B
532387,BSE:PNC-B
532388,BSE:IOB-A
532390,BSE:TAJGVK-B
532391,OPTO CIRCUIT
532392,BSE:CREATIVEYE-B
532395,BSE:AXISCADES-B
532400,BSE:BSOFT-A
532401,VIJAYA BANK 
532408,BSE:SIGMAADV-B
532413,BSE:CEREBRAINT-Z
532418,ANDHRA BANK 
532419,BSE:SMARTLINK-B
532424,BSE:GODREJCP-A
532430,BSE:BFUTILITIE-Z
532432,BSE:UNITDSPR-A
532440,BSE:MPSLTD-B
532443,BSE:CERA-A
532454,BSE:BHARTIARTL-A
532456,BSE:COMPINFO-Z
532457,BSE:GULPOLY-B
532460,BSE:PONNIERODE-B
532461,BSE:PNB-A
532466,BSE:OFSS-A
532475,BSE:APTECHT-B
532477,BSE:UNIONBANK-A
532478,BSE:UBL-A
532479,ISMT LTD    
532480,ALLAHABAD BK
532481,BSE:NOIDATOLL-B
532482,BSE:GRANULES-A
532483,BSE:CANBK-A
532486,BSE:POKARNA-B
532488,BSE:DIVISLAB-A
532493,BSE:ASTRAMICRO-A
532497,BSE:RADICO-A
532498,SHRMCITYUN  
532500,BSE:MARUTI-A
532504,BSE:NAVINFLUOR-A
532505,BSE:UCOBANK-A
532507,BSE:BAGFILMS-B
532508,BSE:JSL-A
532509,BSE:SUPRAJIT-B
532511,EXCEL CROP. 
532513,BSE:TVSELECT-B
532514,BSE:IGL-A
532515,BSE:TVTODAY-B
532522,BSE:PETRONET-A
532523,BSE:BIOCON-A
532524,BSE:PTC-A
532525,BSE:MAHABANK-A
532526,DISHMAN PHAR
532527,BSE:RKFORGE-A
532528,BSE:DATAMATICS-B
532529,BSE:NDTV-B
532531,BSE:STAR-A
532532,BSE:JPASSOCIAT-T
532538,BSE:ULTRACEMCO-A
532539,BSE:UNOMINDA-A
532540,BSE:TCS-A
532541,BSE:COFORGE-A
532543,BSE:GULFPETRO-B
532548,BSE:CENTURYPLY-A
532553,BSE:WELENT-A
532555,BSE:NTPC-A
532605,BSE:JBMA-A
532610,BSE:DWARKESH-B
532612,BSE:INDOCO-B
532613,BSE:VIPCLOTHNG-B
532614,BSE:IMPEXFERRO-Z
532616,BSE:XCHANGING-B
532617,JETAIRWAYS  
532621,BSE:MORARJEE-Z
532622,GATEWAY DIST
532627,BSE:JPPOWER-A
532628,BSE:3IINFOLTD-B
532629,MCNALLYB    
532630,BSE:GOKEX-A
532633,BSE:ALLDIGI-B
532636,BSE:IIFL-A
532637,BSE:MANGALAM-T
532638,BSE:SHOPERSTOP-B
532641,BSE:NDL-B
532642,BSE:JSWHL-A
532644,BSE:JKCEMENT-A
532647,PROVOGUE IND
532648,BSE:YESBANK-A
532649,BSE:NECLIFE-B
532650,BSE:MSPL-B
532651,BSE:SPLIL-B
532652,BSE:KTKBANK-A
532654,BSE:MCLEODRUSS-B
532658,EON ELECT   
532659,IDFC        
532660,BSE:VIVIMEDLAB-B
532661,BSE:RML-B
532662,BSE:HTMEDIA-B
532663,BSE:SASKEN-B
532667,BSE:SUZLON-A
532668,BSE:AURIONPRO-A
532670,BSE:RENUKA-A
532673,BSE:KMSUGAR-B
532674,BSE:BASML-B
532676,BSE:PBAINFRA-X
532678,BOMBAY RAYON
532679,SORILINFRA  
532683,BSE:AIAENG-A
532684,BSE:EKC-B
532687,BSE:REPRO-B
532689,BSE:PVRINOX-A
532693,PUNJ LLOYD  
532694,BSE:ASMS-B
532695,BSE:CELEBRITY-B
532696,EDUCOMP SOLN
532698,BSE:NITINSPIN-B
532699,BSE:ROHLTD-B
532700,BSE:ENIL-B
532702,BSE:GSPL-A
532705,BSE:JAGRAN-B
532706,INOX LEISURE
532708,BSE:GVKPIL-T
532710,BSE:SADBHAV-T
532711,SUNIL HITECH
532712,BSE:RCOM-T
532713,BSE:SAKUMA-B
532714,BSE:KEC-A
532715,GITANJALI GE
532716,BSE:GILLANDERS-B
532717,BSE:INDOTECH-B
532718,PRATIBHA IND
532719,BSE:BLKASHYAP-B
532720,BSE:M&MFIN-A
532721,BSE:VISASTEEL-B
532722,BSE:NITCO-B
532725,BSE:SOLARINDS-A
532726,BSE:GALLANTT-B
532727,ADHUNIK MET 
532728,BSE:MALUPAPER-B
532729,BSE:UTTAMSUGAR-B
532730,BSE:SGL-B
532731,ROHIT FERRO 
532732,BSE:KKCL-B
532733,BSE:SUNTV-A
532734,BSE:GPIL-A
532735,BSE:RSYSTEMS-B
532737,BSE:EMKAY-B
532740,BSE:LOKESHMACH-B
532741,BSE:KAMDHENU-B
532744,BSE:GTNTEX-XT
532746,UNITY INFRA 
532748,BSE:PFOCUS-B
532749,BSE:ALLCARGO-B
532754,BSE:GMRAIRPORT-A
532755,BSE:TECHM-A
532756,BSE:CIEINDIA-A
532757,BSE:VOLTAMP-A
532759,BSE:ATLANTAA-B
532760,DEEP INDS   
532761,BSE:HGM-B
532762,BSE:ACE-A
532764,BSE:GEECEE-B
532767,GAYATRI PROJ
532768,BSE:FIEMIND-B
532770,HANUNG TOYS 
532771,BSE:JHS-B
532772,BSE:DCBBANK-A
532773,BSE:GLOBALVECT-B
532774,BSE:INSPIRISYS-T
532775,BSE:GTLINFRA-B
532776,BSE:SHIVAMAUTO-B
532777,BSE:NAUKRI-A
532778,LANCO INFRA 
532779,BSE:TORNTPOWER-A
532780,BSE:PARSVNATH-B
532782,BSE:SUTLEJTEX-B
532783,BSE:LTFOODS-A
532784,BSE:SOBHA-A
532785,BSE:RUCHIRA-B
532786,GREAT OFFSH 
532787,ESS DEE ALUM
532788,XLENERGY    
532790,BSE:TANLA-A
532792,CAIRN IND   
532794,BSE:ZEEMEDIA-T
532795,BSE:SITINET-Z
532796,BSE:LUMAXTECH-A
532797,BSE:AUTOIND-B
532798,BSE:NETWORK18-A
532799,BSE:HUBTOWN-B
532800,TV18BRDCST  
532801,BSE:CTE-B
532804,BSE:TIIL-B
532805,BSE:REDINGTON-A
532807,BSE:CINELINE-B
532808,BSE:PGIL-A
532809,BSE:FSL-A
532810,BSE:PFC-A
532811,BSE:AHLUCONT-B
532812,BSE:TFL-B
532814,BSE:INDIANB-A
532815,BSE:SMSPHARMA-B
532819,MINDTREE LTD
532820,BSE:ELAND-XT
532822,BSE:IDEA-A
532823,EURO CERAMIC
532826,BSE:RAJTV-B
532827,BSE:PAGEIND-A
532828,BSE:AMDIND-B
532830,BSE:ASTRAL-A
532831,ABHI CORP LT
532832,BSE:EMBDL-T
532834,BSE:CAMLINFINE-A
532835,BSE:ICRA-B
532839,BSE:DISHTV-B
532842,BSE:SRHHYPOLTD-B
532843,BSE:FORTIS-A
532845,BSE:TGBHOTELS-B
532847,BSE:HILTON-B
532848,BSE:DELTACORP-A
532850,BSE:MICEL-B
532851,BSE:INSECTICID-B
532852,MCD HOLDING 
532853,BSE:ASAHISONG-B
532854,NITIN FIRE  
532856,BSE:TIMETECHNO-A
532859,BSE:HGS-B
532864,BSE:NELCAST-B
532865,MEGHMANI    
532867,BSE:V2RETAIL-B
532868,BSE:DLF-A
532869,BSE:TARMAT-T
532870,BSE:ANKITMETAL-Z
532871,CELESTIAL   
532872,BSE:SPARC-B
532873,HOUSING DEV 
532880,BSE:OMAXE-B
532883,ZYLOG SYSTEM
532884,BSE:REFEX-A
532885,BSE:CENTRALBK-A
532886,BSE:SELMC-B
532887,BSE:NEUEON-T
532888,BSE:ASIANTILES-B
532889,BSE:KPRMILL-A
532890,BSE:TAKE-T
532891,BSE:PURVA-B
532892,BSE:MOTILALOFS-A
532895,BSE:NAGREEKCAP-B
532896,BSE:MAGNUM-B
532898,BSE:POWERGRID-A
532899,BSE:KSCL-A
532900,BSE:PAISALO-A
532902,BSE:CCCL-B
532904,BSE:SUPREMEINF-Z
532906,BSE:MAANALU-T
532907,BSE:IL&FSENGG-Z
532908,SHARON BIO  
532914,ARCOTECH LTD
532915,BSE:RELIGARE-A
532916,BSE:BVCL-B
532920,EMPEE DIST  
532921,BSE:ADANIPORTS-A
532922,BSE:EDELWEISS-A
532923,BSE:RGL-B
532924,BSE:KOLTEPATIL-B
532925,BSE:KAUSHALYA-B
532926,BSE:JYOTHYLAB-A
532927,BSE:ECLERX-A
532928,BSE:TARIL-A
532929,BSE:BRIGADE-A
532930,BSE:BGRENERGY-T
532931,BURNPUR     
532932,BSE:MANAKSIA-B
532934,BSE:PPAP-B
532935,BSE:ARIES-B
532938,CAPF        
532939,BSE:RPOWER-A
532940,BSE:JKIL-A
532941,BSE:CORDSCABLE-B
532942,BSE:KNRCON-A
532944,BSE:ONMOBILE-B
532945,BSE:SEPC-B
532947,BSE:IRB-A
532948,TULSI EXTRU 
532951,BSE:GSS-B
532952,BSE:NAHARCAP-B
532953,BSE:VGUARD-A
532955,BSE:RECLTD-A
532959,GAMMON INFRA
532960,IBVENTURES  
532961,SITA SHREE  
532966,BSE:TITAGARH-A
532967,BSE:KIRIINDUS-A
532974,BSE:BIRLAMONEY-B
532976,BSE:JAIBALAJI-A
532977,BSE:BAJAJ-AUTO-A
532978,BSE:BAJAJFINSV-A
532979,PIRPHYTO    
532980,BSE:GOKUL-B
532983,BSE:RPGLIFE-B
532985,BSE:SENSEX1-A
532987,RANE BRAKE  
532988,RANE ENGVL  
532989,BSE:BAFNAPH-B
532991,MVL LIMITED 
532994,BSE:ARCHIDPLY-B
532997,KSK ENERGY  
532998,BSE:LOTUSEYE-B
533001,BSE:SOMICONVEY-B
533006,BIRLA COTSYN
533008,OCL IRON&ST 
533012,BSE:LPDC-B
533014,BSE:SICAGEN-X
533015,NUTEK INDIA 
533022,BSE:20MICRONS-B
533023,BSE:ZFCVINDIA-A
533029,BSE:ALKALI-B
533033,BSE:ISGEC-A
533047,BSE:IMFA-B
533068,ARROW TEX   
533080,BSE:MOLDTKPAC-B
533088,BSE:MHRIL-B
533090,BSE:EXCEL-B
533096,BSE:ADANIPOWER-A
533098,BSE:NHPC-A
533104,BSE:GLOBUSSPR-B
533106,BSE:OIL-A
533107,BSE:SWANDEF-T
533121,BSE:EXPLEOSOL-B
533122,BSE:RTNPOWER-A
533137,BSE:DEN-B
533138,BSE:ASTEC-B
533144,COX KINGS   
533146,BSE:DLINKINDIA-B
533148,BSE:JSWENERGY-A
533150,BSE:GODREJPROP-A
533151,BSE:DBCORP-B
533152,BSE:MBLINFRA-B
533154,INFINITE    
533155,BSE:JUBLFOOD-A
533156,BSE:VASCONEQ-B
533157,SYNCOM HEAL 
533158,BSE:THANGAMAYL-A
533160,BSE:DBREALTY-A
533161,BSE:EMMBI-B
533162,BSE:HATHWAY-B
533163,ARSS INFRA  
533164,BSE:TEXMOPIPES-B
533166,BSE:SUNDARAM-B
533168,BSE:ROSSELLIND-B
533169,BSE:MANINFRA-A
533171,UNITED BANK 
533176,DQ ENT      
533177,BSE:IL&FSTRANS-Z
533179,BSE:PERSISTENT-A
533181,BSE:ISFT-B
533192,BSE:KCPSUGIND-B
533193,BSE:KECL-B
533200,TALWALKAR   
533202,BSE:SATCH-X
533206,BSE:SJVN-A
533207,JPINFRATEC  
533211,PARAB DRUGS 
533216,TECHNOFAB   
533217,BSE:HMVL-B
533218,BSE:EMAMIREAL-B
533221,ASIAN HTL W 
533228,BHARATFIN   
533229,BSE:BAJAJCON-B
533239,BSE:PRAKASHSTL-B
533248,BSE:GPPL-A
533252,BSE:WELINV-B
533257,BSE:WAAREEINDO-T
533259,BSE:SASTASUNDR-B
533260,BSE:CPCAP-B
533261,EROS MEDIA  
533262,BSE:RAMKY-B
533263,BSE:GREENPOWER-B
533264,ELECTROSTEEL
533265,GALLISPAT   
533267,BSE:CANTABIL-B
533269,BSE:WABAG-A
533270,BSE:BEDMUTHA-T
533271,BSE:ASHOKA-A
533272,BSE:JWL-A
533273,BSE:OBEROIRLTY-A
533274,BSE:PRESTIGE-A
533275,BSE:SHAH-B
533276,BSLIMITED   
533278,BSE:COALINDIA-A
533281,TECHNO ELE  
533282,BSE:GRAVITA-A
533284,BSE:RPPINFRA-B
533286,BSE:MOIL-A
533287,BSE:ZEELEARN-B
533289,BSE:KTIL-X
533292,BSE:A2ZINFRA-T
533293,BSE:KIRLOSENG-A
533294,BSE:RKDL-B
533295,BSE:PSB-B
533296,BSE:FMNL-B
533298,BSE:SURANASOL-B
533301,BSE:SHEKHAWATI-B
533302,BSE:KICL-B
533303,BSE:BFINVEST-B
533306,BSE:SUMMITSEC-B
533309,DALMIABHA   
533316,BSE:STEL-B
533317,BSE:OMKARCHEM-Z
533320,JUBILNT IND 
533326,BSE:TEXRAIL-A
533329,BSE:INDTERRAIN-B
533333,BSE:FCL-B
533336,BSE:DHUNINV-B
533339,BSE:ZENTEC-A
533343,BSE:LOVABLE-B
533344,BSE:PFS-B
533389,SHILPI CABLE
533393,TCI DEVELP  
533398,BSE:MUTHOOTFIN-A
533400,FCONSUMER   
533407,BSE:TRUEGREEN-XT
533411,SANGH FORG  
533451,BSE:KARMAENG-B
533452,BSE:DELPHIFX-B
533470,BSE:RUSHIL-B
533482,BSE:KRIDHANINF-B
533506,BSE:INVENTURE-B
533519,BSE:LTF-A
533520,BSE:IBULLSLTD-B
533540,BSE:TREEHOUSE-T
533543,BSE:BROOKS-B
533552,BSE:RUPA-B
533553,BSE:TDPOWERSYS-A
533569,SRS LIMITED 
533573,BSE:APLLTD-A
533576,BSE:VASWANI-B
533581,BSE:PGEL-A
533605,BSE:SETUINFRA-Z
533629,BSE:TIJARIA-T
533632,BSE:ONELIFECAP-B
533638,BSE:FLEXITUFF-B
533644,BSE:UEL-B
533655,BSE:TRITURBINE-A
533704,BSE:ESSARSHPNG-B
533758,BSE:APLAPOLLO-A
533761,BSE:GPTINFRA-B
533982,BSE:TERASOFT-B
534076,BSE:RHIM-A
534091,BSE:MCX-A
534139,BSE:SCHNEIDER-T
534184,NORL        
534309,BSE:NBCC-A
534312,BSE:MTEDUCARE-T
534328,BSE:HEXATRADEX-B
534369,BSE:TBZ-B
534392,BSE:VSSL-B
534532,BSE:LYPSAGEMS-B
534597,BSE:RTNINDIA-A
534598,BSE:SAMPANN-B
534612,BSE:AMTL-X
534615,BSE:NECCLTD-B
534674,BSE:DUCON-B
534675,BSE:PROZONER-B
534690,LAKSHMIVILAS
534707,ANSHUS CLOTH
534731,BRONZE INFRA
534742,BSE:ZUARI-B
534756,TARA JEWELS 
534758,BSE:CIGNITITEC-A
534804,BSE:CARERATING-A
534809,BSE:PCJEWELLER-A
534816,BSE:INDUSTOWER-A
534976,BSE:VMART-A
535276,BSE:SBISENSEX-A
535322,BSE:REPCOHOME-B
535458,BSE:NIBL-B
535467,AIFL        
535601,BSE:SREEL-B
535602,BSE:SHARDAMOTR-B
535648,BSE:JUSTDIAL-A
535694,EDSL        
535754,BSE:ORIENTCEM-A
535755,BSE:ABFRL-A
535789,BSE:SAMMAANCAP-A
536128,VKJINFRA    
536264,BSE:TIGERLOGS-B
536507,BSE:FLFL-Z
536592,SKFL        
536672,BSE:VCU-X
536773,BSE:JPOLYINVST-B
537007,BSE:NIFTYIETF-B
537008,BSE:NIF100IETF-B
537291,BSE:NATHBIOGEN-B
537292,BSE:AGRITECH-T
537483,BSE:NIF100BEES-B
537708,BSE:NIFTY1-B
537820,BSE:VIJIFIN-B
538057,BSE:CPSEETF-A
538268,BSE:WONDERLA-B
538365,BSE:INCREDIBLE-B
538562,BSE:SKIPPER-A
538567,BSE:GULFOILLUB-B
538635,BSE:SNOWMAN-B
538666,BSE:SHARDACROP-A
538685,BSE:SHEMAROO-B
538730,BSE:PDSL-B
538771,PINCON      
538835,BSE:INTELLECT-A
538836,BSE:MONTECARLO-B
538902,BSE:DTIL-B
538941,RCBFIIBG    
538961,BSE:GENUSPAPER-B
538962,BSE:MINDACORP-A
538979,BSE:GREENLAM-B
539015,BSE:ORTEL-Z
539031,BSE:SETFBSE100-A
539043,MANAKINDLTD 
539044,BSE:MANAKSTEEL-B
539046,BSE:MANAKCOAT-B
539056,BSE:IMAGICAA-B
539083,BSE:INOXWIND-A
539118,BSE:VRLLOG-B
539126,BSE:MEP-Z
539141,BSE:UFO-B
539150,BSE:PNCINFRA-A
539207,MANPASAND   
539251,BSE:BALKRISHNA-B
539252,BSE:SHYAMCENT-B
539254,BSE:ADANIENSOL-A
539268,BSE:SYNGENE-A
539276,BSE:KAYA-B
539287,BSE:ORTINGLOBE-T
539289,BSE:AURUM-B
539290,BSE:OSWALGREEN-B
539301,BSE:ARVSMART-B
539302,BSE:POWERMECH-A
539309,BSE:RAMASTEEL-B
539312,BSE:SENSEXBETA-A
539313,BSE:NIFTYBETA-B
539331,BSE:VETO-B
539332,BSE:NAVKARCORP-B
539333,PENPEBS     
539334,BSE:SHREEPUSHK-B
539336,BSE:GUJGASLTD-A
539346,BSE:SADBHIN-B
539347,PHL         
539351,PRABHAT     
539404,BSE:SATIN-B
539436,BSE:COFFEEDAY-B
539437,BSE:IDFCFIRSTB-A
539448,BSE:INDIGO-A
539450,BSE:SHK-B
539480,BSE:LICNETFN50-B
539516,BSE:HDFCNIFTY-B
539523,BSE:ALKEM-A
539524,BSE:LALPATHLAB-A
539542,BSE:LUXIND-B
539551,BSE:NH-A
539597,JSLHISAR    
539636,BSE:PRECAM-B
539658,BSE:TEAMLEASE-B
539678,BSE:QUICKHEAL-B
539725,BSE:GOKULAGRO-B
539742,BSE:SIMBHALS-Z
539785,BSE:PDMJEPAPER-B
539787,BSE:HCG-A
539799,BSE:BHARATWIRE-B
539807,BSE:CCAVENUE-A
539844,EQUITAS     
539861,SKIL        
539871,BSE:THYROCARE-B
539874,UJJIVAN     
539876,BSE:CROMPTON-A
539889,BSE:PARAGMILK-B
539917,BSE:NAGAFERT-B
539940,MAXVIL      
539957,BSE:MGL-A
539978,BSE:QUESS-A
539979,BSE:DIGJAMLMTD-B
539980,BSE:MIDSELIETF-B
539981,MAXINDIA    
539992,BSE:LLOYDSENGG-A
540005,BSE:LTM-A
540025,BSE:ADVENZYMES-B
540047,BSE:DBL-A
540048,BSE:SPAL-B
540061,BSE:BIGBLOC-B
540064,FRETAIL     
540065,BSE:RBLBANK-A
540071,CAMSONSEEDS 
540073,BSE:BLS-A
540081,BSE:SABEVENTS-T
540083,BSE:TVVISION-T
540115,BSE:LTTS-A
540124,BSE:GNA-B
540133,BSE:ICICIPRULI-A
540136,BSE:HPL-B
540153,BSE:ENDURANCE-A
540154,BSE:IDFSENSEXE-A
540173,BSE:PNBHOUSING-A
540180,BSE:VBL-A
540192,BSE:LKPSEC-X
540203,BSE:SFL-A
540210,BSE:HEADSUP-B
540212,BSE:TCIEXP-B
540222,BSE:LAURUSLABS-A
540293,BSE:PRICOLLTD-A
540366,BSE:RADIOCITY-B
540376,BSE:DMART-A
570001,TATAMTRTDVR 
570002,BSE:FELDVR-Z
570003,GUJNREBNDVR 
570004,BSE:JISLDVREQS-B
580001,STAN CHART  
590003,BSE:KARURVYSYA-B
590005,BSE:VEEDOL-B
590006,BSE:AMRUTANJAN-B
590013,BSE:XPROINDIA-B
590018,BSE:HISARMETAL-B
590021,BSE:BHARATRAS-B
590022,EASTER SI(PS
590024,BSE:FACT-B
590025,BSE:GINNIFILA-B
590030,BSE:SPIC-B
590031,BSE:DENORA-B
590038,VISU INTL   
590041,BSE:KAVDEFENCE-T
590043,HARITA SEAT 
590051,BSE:SAKSOFT-B
590062,BSE:ANDHRSUGAR-B
590066,BSE:KCP-B
590070,BSE:RADAAN-B
590071,BSE:SUNDARMFIN-B
590072,BSE:SUNDRMBRAK-B
590073,BSE:WHEELS-B
590075,BSE:LAMBODHARA-B
590078,BSE:MAITHANALL-B
590086,BSE:ORISSAMINE-B
590103,BSE:NIFTYBEES-B
590104,BSE:JUNIORBEES-B
590106,BSE:BANKBEES-B
590107,BSE:PSUBANK-B
590134,BSE:MADRASFERT-B
600180,HDFC BANK LT
639844,EQUITAS     
514348,BSE:WINSOME-Z
514354,BSE:PREMIERPOL-B
516082,BSE:NRAIL-B
521014,BSE:EUROTEXIND-T
531590,BILPOWER LTD
531892,BSE:KHANDSE-B
532398,BSE:UMESLTD-B
533227,BSE:AHLEAST-B
533676,BSE:INDOTHAI-B
536960,BSE:MOM100-B
538683,BSE:SENSEXBEES-A
538856,RCBFIIAG    
539945,BSE:NV20IETF-B
540425,BSE:SHANKARA-B
555555,BSE:SENSEXIETF-A
590065,BSE:IMPAL-B
590108,BSE:PSUBNKBEES-B
590110,BSE:QNIFTY-B
600770,TATA CHEMICA
632514,INDRA GAS   
501295,BSE:IITL-B
513151,STI INDIA LT
532307,MELSTAR INFO
533321,BIL ENERGY  
536995,RCLENDPLAG  
538940,RCBFIIBD    
539052,BSLFEFS5RG  
600251,TRENTSL     
632659,IDFC        
524709,BSE:NACLIND-B
539517,BSE:HDFCSENSEX-A
500245,BSE:KIRLFER-B
502219,BSE:BORORENEW-A
505283,BSE:KIRLPNU-A
509525,BSE:EMPIND-X
512553,BSE:ZENITHEXPO-B
518091,BSE:APCL-B
523628,PODDAR      
532468,BSE:KAMAHOLD-A
533288,CLARIS LIFE 
534623,BSE:JUPITERIN-X
535667,BSE:IFINSEC-X
538709,SEOFIGR     
538719,RCAPBUILCD  
538720,RCAPBUILCG  
590115,BSE:MOM50-B
509220,BSE:PTL-B
536994,RCLENDPLAD  
512597,BSE:KEYFINSERV-B
539784,BSE:LICNFNHGP-B
533204,MANDHANA    
538808,D3YRCEERG   
540403,BSE:CLEDUCATE-B
532293,SOFTWARE TEC
538892,IPRU2586    
538755,BSLFEFS3RG  
539134,HFEFBRG     
538310,IPRU2366    
538715,BSE:DHABRIYA-X
538861,AMSONS      
590109,BSE:SHARIABEES-B
600690,GUJ.ST.FERT 
500254,UTTAMVALUE  
500327,BSE:PILITA-B
501150,BSE:CENTRUM-B
505230,CIMMCO      
506074,ARSHIYA     
511413,BSE:CREST-B
511559,BSE:TEAMGTY-B
512296,BSE:BHAGYANGR-B
513597,SURANA INDS 
521034,BSE:SOMATEX-T
523708,BSE:EIMCOELECO-B
526173,BSE:ANDREWYU-B
526849,BSE:BANARBEADS-B
531439,BSE:GOLDTECH-B
531556,BSE:CORALFINAC-B
532081,KSERASERA   
532143,BSE:SKMEGGPROD-B
532156,BSE:VAIBHAVGBL-B
532324,BSE:CINEVISTA-B
532368,BSE:BCG-T
532416,BSE:NEXTMEDIA-B
532439,BSE:OLECTRA-A
532521,BSE:PALREDTEC-B
532604,BSE:SALSTEEL-T
532624,BSE:JINDALPHOT-B
532640,BSE:CYBERMEDIA-B
532646,UNIPLY IND  
532666,BSE:FCSSOFT-B
532707,BSE:DYNPRO-B
532751,EASUNREYRL  
532877,SIMPLEX PROJ
532946,BSE:BANG-B
533095,BSE:BENGALASM-B
533178,PRADIPOVERS 
534425,BSE:SPECIALITY-B
534691,BSE:COMCL-X
534748,BSE:STEELXIND-B
537254,RCI IND     
537259,BSE:SUYOG-B
538019,OBI LTD     
